 Date Time CO
 -------- 03:00 0.25
 -------- 04:00 0.26
 28.01.13 05:00 0.23
 -------- 06:00 0.21
 -------- 07:00 0.18
 -------- 08:00 0.16
 -------- 09:00 0.16
 28.01.13 10:00 0.13
 -------- 11:00 0.11
 -------- 12:00 0.10
 -------- 13:00 0.09
 -------- 14:00 0.08
 28.01.13 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 28.01.13 20:00 0.08
 -------- 21:00 0.08
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 29.01.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 29.01.13 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.06
 29.01.13 11:00 0.07
 -------- 12:00 0.08
 -------- 13:00 0.08
 -------- 14:00 0.08
 -------- 15:00 0.08
 29.01.13 16:00 0.08
 -------- 17:00 0.08
 -------- 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 29.01.13 21:00 0.06
 -------- 22:00 0.06
