 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.05
 30.03.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 30.03.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.03
 -------- 03:00 0.02
 31.03.13 04:00 0.02
 -------- 05:00 0.03
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 31.03.13 09:00 0.02
 -------- 10:00 0.03
 -------- 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 31.03.13 14:00 0.04
 -------- 15:00 0.05
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 31.03.13 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.05
 -------- 23:00 0.06
 01.04.13 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.08
 -------- 04:00 0.08
 01.04.13 05:00 0.08
 -------- 06:00 0.08
 -------- 07:00 0.08
 -------- 08:00 0.08
 -------- 09:00 0.07
 01.04.13 10:00 0.06
 -------- 11:00 0.06
