 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.07
 03.03.13 05:00 0.08
 -------- 06:00 0.08
 -------- 07:00 0.08
 -------- 08:00 0.08
 -------- 09:00 0.08
 03.03.13 10:00 0.08
 -------- 11:00 0.08
 -------- 12:00 0.08
 -------- 13:00 0.07
 -------- 14:00 0.06
 03.03.13 15:00 0.06
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 03.03.13 20:00 0.03
 -------- 21:00 0.02
 -------- 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 04.03.13 01:00 0.02
 -------- 02:00 0.03
 -------- 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 04.03.13 06:00 0.03
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 04.03.13 11:00 0.04
 -------- 12:00 0.03
 -------- 13:00 0.02
 -------- 14:00 0.02
 -------- 15:00 0.02
 04.03.13 16:00 0.02
 -------- 17:00 0.02
 -------- 18:00 0.03
 -------- 19:00 0.04
 -------- 20:00 0.04
 04.03.13 21:00 0.04
 -------- 22:00 0.05
