 Date Time CO
 -------- 15:00 0.04
 -------- 16:00 0.04
 13.03.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 13.03.13 22:00 0.04
 -------- 23:00 0.05
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.07
 14.03.13 03:00 0.08
 -------- 04:00 0.10
 -------- 05:00 0.10
 -------- 06:00 0.11
 -------- 07:00 0.12
 14.03.13 08:00 0.12
 -------- 09:00 0.11
 -------- 10:00 0.10
 -------- 11:00 0.10
 -------- 12:00 0.09
 14.03.13 13:00 0.08
 -------- 14:00 0.08
 -------- 15:00 0.08
 -------- 16:00 0.08
 -------- 17:00 0.08
 14.03.13 18:00 0.08
 -------- 19:00 0.08
 -------- 20:00 0.08
 -------- 21:00 0.08
 -------- 22:00 0.08
 14.03.13 23:00 0.08
 -------- 00:00 0.07
 -------- 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 15.03.13 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.07
 15.03.13 09:00 0.06
 -------- 10:00 0.06
