 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.04
 03.03.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.03
 -------- 21:00 0.02
 03.03.13 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.03
 04.03.13 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.04
 04.03.13 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.03
 04.03.13 13:00 0.02
 -------- 14:00 0.02
 -------- 15:00 0.02
 -------- 16:00 0.02
 -------- 17:00 0.02
 04.03.13 18:00 0.03
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.05
 04.03.13 23:00 0.04
 -------- 00:00 0.06
 -------- 01:00 0.05
 -------- 02:00 0.04
 -------- 03:00 0.04
 05.03.13 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.05
 05.03.13 09:00 0.05
 -------- 10:00 0.06
