 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.04
 13.02.13 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.06
 13.02.13 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 13.02.13 15:00 0.06
 -------- 16:00 0.05
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 13.02.13 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.05
 -------- 23:00 0.06
 -------- 00:00 0.06
 14.02.13 01:00 0.04
 -------- 02:00 0.05
 -------- 03:00 0.06
 -------- 04:00 0.05
 -------- 05:00 0.04
 14.02.13 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.05
 -------- 10:00 0.06
 14.02.13 11:00 0.07
 -------- 12:00 0.13
 -------- 13:00 0.16
 -------- 14:00 0.15
 -------- 15:00 0.13
 14.02.13 16:00 0.10
 -------- 17:00 0.09
 -------- 18:00 0.08
 -------- 19:00 0.06
 -------- 20:00 0.06
 14.02.13 21:00 0.06
 -------- 22:00 0.06
