 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.06
 23.11.12 17:00 0.07
 -------- 18:00 0.07
 -------- 19:00 0.08
 -------- 20:00 0.08
 -------- 21:00 0.08
 23.11.12 22:00 0.08
 -------- 23:00 0.07
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.06
 24.11.12 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 24.11.12 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 24.11.12 13:00 0.06
 -------- 14:00 0.08
 -------- 15:00 0.08
 -------- 16:00 0.08
 -------- 17:00 0.09
 24.11.12 18:00 0.10
 -------- 03:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.05
 -------- 11:00 0.06
