 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.02
 15.11.12 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.03
 -------- 09:00 0.05
 15.11.12 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.04
 15.11.12 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 15.11.12 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.03
 16.11.12 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.03
 16.11.12 06:00 0.03
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.02
 -------- 10:00 0.02
 16.11.12 11:00 0.02
 -------- 12:00 0.02
 -------- 13:00 0.03
 -------- 14:00 0.02
 -------- 15:00 0.03
 16.11.12 16:00 0.02
 -------- 17:00 0.02
 -------- 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 16.11.12 21:00 0.02
 -------- 22:00 0.02
 -------- 23:00 0.02
