 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.06
 29.03.13 05:00 0.06
 -------- 06:00 0.05
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.06
 29.03.13 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.05
 -------- 13:00 0.04
 -------- 14:00 0.04
 29.03.13 15:00 0.04
 -------- 16:00 0.02
 -------- 17:00 0.02
 -------- 18:00 0.02
 -------- 19:00 0.02
 29.03.13 20:00 0.02
 -------- 21:00 0.02
 -------- 22:00 0.03
 -------- 23:00 0.04
 -------- 00:00 0.04
 30.03.13 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.06
 -------- 04:00 0.07
 -------- 05:00 0.08
 30.03.13 06:00 0.09
 -------- 07:00 0.11
 -------- 08:00 0.14
 -------- 09:00 0.15
 -------- 10:00 0.13
 30.03.13 11:00 0.11
 -------- 12:00 0.09
 -------- 13:00 0.08
 -------- 14:00 0.06
 -------- 15:00 0.06
 30.03.13 16:00 0.05
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 30.03.13 21:00 0.04
 -------- 22:00 0.04
