 Date Time CO
 -------- 03:00 0.11
 -------- 04:00 0.15
 15.04.13 05:00 0.17
 -------- 06:00 0.18
 -------- 07:00 0.18
 -------- 08:00 0.17
 -------- 09:00 0.17
 15.04.13 10:00 0.16
 -------- 11:00 0.16
 -------- 12:00 0.14
 -------- 13:00 0.14
 -------- 14:00 0.14
 15.04.13 15:00 0.13
 -------- 16:00 0.10
 -------- 17:00 0.10
 -------- 18:00 0.10
 -------- 19:00 0.09
 15.04.13 20:00 0.08
 -------- 21:00 0.07
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 16.04.13 01:00 0.07
 -------- 02:00 0.08
 -------- 03:00 0.08
 -------- 04:00 0.08
 -------- 05:00 0.08
 16.04.13 06:00 0.08
 -------- 07:00 0.08
 -------- 08:00 0.08
 -------- 09:00 0.08
 -------- 10:00 0.08
 16.04.13 11:00 0.08
 -------- 12:00 0.09
 -------- 13:00 0.08
 -------- 14:00 0.07
 -------- 15:00 0.04
 16.04.13 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.06
 16.04.13 21:00 0.06
 -------- 22:00 0.04
 -------- 23:00 0.04
