 Date Time CO
 -------- 15:00 0.11
 -------- 16:00 0.09
 22.03.13 17:00 0.07
 -------- 18:00 0.06
 -------- 19:00 0.05
 -------- 20:00 0.06
 -------- 21:00 0.06
 22.03.13 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.05
 -------- 01:00 0.04
 -------- 02:00 0.04
 23.03.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.05
 -------- 07:00 0.06
 23.03.13 08:00 0.06
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 23.03.13 13:00 0.03
 -------- 14:00 0.02
 -------- 15:00 0.02
 -------- 16:00 0.02
 -------- 17:00 0.02
 23.03.13 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 -------- 21:00 0.02
 -------- 22:00 0.03
 23.03.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.03
 -------- 02:00 0.03
 -------- 03:00 0.02
 24.03.13 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 24.03.13 09:00 0.05
 -------- 10:00 0.06
