 Date Time CO
 -------- 15:00 0.08
 -------- 16:00 0.08
 09.11.12 17:00 0.08
 -------- 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.05
 09.11.12 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.03
 -------- 01:00 0.02
 -------- 02:00 0.02
 10.11.12 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 10.11.12 08:00 0.02
 -------- 09:00 0.03
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 10.11.12 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 10.11.12 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 10.11.12 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.05
 -------- 02:00 0.06
 -------- 03:00 0.06
 11.11.12 04:00 0.07
 -------- 05:00 0.08
 -------- 06:00 0.10
 -------- 07:00 0.10
 -------- 08:00 0.10
 11.11.12 09:00 0.10
 -------- 10:00 0.10
 -------- 11:00 0.10
