 Date Time CO
 -------- 15:00 0.14
 -------- 16:00 0.14
 20.01.13 17:00 0.12
 -------- 18:00 0.12
 -------- 19:00 0.12
 -------- 20:00 0.11
 -------- 21:00 0.10
 20.01.13 22:00 0.09
 -------- 23:00 0.08
 -------- 00:00 0.07
 -------- 01:00 0.06
 -------- 02:00 0.06
 21.01.13 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.04
 -------- 06:00 0.05
 -------- 07:00 0.06
 21.01.13 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.06
 21.01.13 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 21.01.13 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.05
 -------- 21:00 0.06
 -------- 22:00 0.05
 21.01.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.02
 22.01.13 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 22.01.13 09:00 0.04
 -------- 10:00 0.04
