 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.02
 29.12.12 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.02
 29.12.12 10:00 0.02
 -------- 11:00 0.03
 -------- 12:00 0.02
 -------- 13:00 0.02
 -------- 14:00 0.03
 29.12.12 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 29.12.12 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 30.12.12 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 30.12.12 06:00 0.02
 -------- 07:00 0.03
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.05
 30.12.12 11:00 0.07
 -------- 12:00 0.08
 -------- 13:00 0.08
 -------- 14:00 0.06
 -------- 15:00 0.06
 30.12.12 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 30.12.12 21:00 0.06
 -------- 22:00 0.06
