 Date Time CO
 -------- 15:00 0.08
 -------- 16:00 0.08
 06.03.13 17:00 0.08
 -------- 18:00 0.08
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 06.03.13 22:00 0.06
 -------- 23:00 0.05
 -------- 00:00 0.05
 -------- 01:00 0.05
 -------- 02:00 0.04
 07.03.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 07.03.13 08:00 0.05
 -------- 09:00 0.05
 -------- 10:00 0.05
 -------- 11:00 0.04
 -------- 12:00 0.04
 07.03.13 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 -------- 16:00 0.05
 -------- 17:00 0.04
 07.03.13 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 07.03.13 23:00 0.03
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.02
 08.03.13 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.02
 -------- 08:00 0.05
 08.03.13 09:00 0.07
 -------- 10:00 0.09
