 Date Time CO
 -------- 15:00 0.02
 -------- 16:00 0.02
 30.10.12 17:00 0.02
 -------- 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 -------- 21:00 0.02
 30.10.12 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 31.10.12 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 31.10.12 08:00 0.02
 -------- 09:00 0.03
 -------- 10:00 0.04
 -------- 11:00 0.05
 -------- 12:00 0.06
 31.10.12 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.08
 31.10.12 18:00 0.08
 -------- 19:00 0.07
 -------- 20:00 0.06
 -------- 21:00 0.04
 -------- 22:00 0.04
 31.10.12 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 01.11.12 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 01.11.12 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
