 Date Time CO
 -------- 15:00 0.02
 -------- 16:00 0.02
 27.03.13 17:00 0.02
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 27.03.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 28.03.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 28.03.13 08:00 0.05
 -------- 09:00 0.09
 -------- 10:00 0.11
 -------- 11:00 0.11
 -------- 12:00 0.13
 28.03.13 13:00 0.13
 -------- 14:00 0.09
 -------- 15:00 0.07
 -------- 16:00 0.05
 -------- 17:00 0.04
 28.03.13 18:00 0.04
 -------- 19:00 0.03
 -------- 20:00 0.02
 -------- 21:00 0.02
 -------- 22:00 0.02
 28.03.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.05
 -------- 03:00 0.06
 29.03.13 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.05
 -------- 07:00 0.04
 -------- 08:00 0.04
 29.03.13 09:00 0.06
 -------- 10:00 0.06
