 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.04
 27.12.12 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.06
 27.12.12 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.07
 -------- 13:00 0.08
 -------- 14:00 0.08
 27.12.12 15:00 0.10
 -------- 16:00 0.10
 -------- 17:00 0.10
 -------- 18:00 0.12
 -------- 19:00 0.12
 27.12.12 20:00 0.13
 -------- 21:00 0.12
 -------- 22:00 0.11
 -------- 23:00 0.10
 -------- 00:00 0.09
 28.12.12 01:00 0.08
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.05
 -------- 05:00 0.05
 28.12.12 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.06
 28.12.12 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 28.12.12 16:00 0.06
 -------- 17:00 0.05
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 28.12.12 21:00 0.04
 -------- 22:00 0.04
