 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.06
 14.04.13 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.04
 -------- 21:00 0.04
 14.04.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.05
 -------- 01:00 0.07
 -------- 02:00 0.09
 15.04.13 03:00 0.11
 -------- 04:00 0.15
 -------- 05:00 0.17
 -------- 06:00 0.18
 -------- 07:00 0.18
 15.04.13 08:00 0.17
 -------- 09:00 0.17
 -------- 10:00 0.16
 -------- 11:00 0.16
 -------- 12:00 0.14
 15.04.13 13:00 0.14
 -------- 14:00 0.14
 -------- 15:00 0.13
 -------- 16:00 0.10
 -------- 17:00 0.10
 15.04.13 18:00 0.10
 -------- 19:00 0.09
 -------- 20:00 0.08
 -------- 21:00 0.07
 -------- 22:00 0.06
 15.04.13 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.07
 -------- 02:00 0.08
 -------- 03:00 0.08
 16.04.13 04:00 0.08
 -------- 05:00 0.08
 -------- 06:00 0.08
 -------- 07:00 0.08
 -------- 08:00 0.08
 16.04.13 09:00 0.08
 -------- 10:00 0.08
 -------- 11:00 0.08
