 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.04
 01.05.13 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 01.05.13 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 01.05.13 15:00 0.04
 -------- 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 01.05.13 20:00 0.05
 -------- 21:00 0.04
 -------- 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 02.05.13 01:00 0.02
 -------- 02:00 0.02
 -------- 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 02.05.13 06:00 0.05
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.05
 02.05.13 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.06
 02.05.13 16:00 0.05
 -------- 17:00 0.04
 -------- 18:00 0.05
 -------- 19:00 0.06
 -------- 20:00 0.06
 02.05.13 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.05
