 Date Time CO
 -------- 15:00 0.10
 -------- 16:00 0.08
 18.09.12 17:00 0.08
 -------- 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 18.09.12 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.07
 -------- 02:00 0.08
 19.09.12 03:00 0.08
 -------- 04:00 0.08
 -------- 05:00 0.08
 -------- 06:00 0.08
 -------- 07:00 0.10
 19.09.12 08:00 0.10
 -------- 09:00 0.10
 -------- 10:00 0.10
 -------- 11:00 0.10
 -------- 12:00 0.12
 19.09.12 13:00 0.11
 -------- 14:00 0.10
 -------- 15:00 0.09
 -------- 16:00 0.08
 -------- 17:00 0.07
