 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.02
 10.11.12 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.03
 10.11.12 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 10.11.12 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 10.11.12 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 11.11.12 01:00 0.05
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.07
 -------- 05:00 0.08
 11.11.12 06:00 0.10
 -------- 07:00 0.10
 -------- 08:00 0.10
 -------- 09:00 0.10
 -------- 10:00 0.10
 11.11.12 11:00 0.10
 -------- 12:00 0.10
 -------- 13:00 0.09
 -------- 14:00 0.08
 -------- 15:00 0.09
 11.11.12 16:00 0.08
 -------- 17:00 0.08
 -------- 18:00 0.08
 -------- 19:00 0.08
 -------- 20:00 0.07
 11.11.12 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
