 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.05
 14.02.13 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.05
 14.02.13 10:00 0.06
 -------- 11:00 0.07
 -------- 12:00 0.13
 -------- 13:00 0.16
 -------- 14:00 0.15
 14.02.13 15:00 0.13
 -------- 16:00 0.10
 -------- 17:00 0.09
 -------- 18:00 0.08
 -------- 19:00 0.06
 14.02.13 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 15.02.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 15.02.13 06:00 0.06
 -------- 07:00 0.08
 -------- 08:00 0.09
 -------- 09:00 0.08
 -------- 10:00 0.08
 15.02.13 11:00 0.08
 -------- 12:00 0.09
 -------- 13:00 0.10
 -------- 14:00 0.10
 -------- 15:00 0.09
 15.02.13 16:00 0.08
 -------- 17:00 0.08
 -------- 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 15.02.13 21:00 0.06
 -------- 22:00 0.06
