 Date Time CO
 -------- 15:00 0.04
 -------- 16:00 0.04
 25.03.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.03
 -------- 20:00 0.03
 -------- 21:00 0.02
 25.03.13 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 26.03.13 03:00 0.02
 -------- 04:00 0.03
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 26.03.13 08:00 0.02
 -------- 09:00 0.02
 -------- 10:00 0.02
 -------- 11:00 0.02
 -------- 12:00 0.02
 26.03.13 13:00 0.02
 -------- 14:00 0.03
 -------- 15:00 0.02
 -------- 16:00 0.02
 -------- 17:00 0.02
 26.03.13 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 -------- 21:00 0.02
 -------- 22:00 0.02
 26.03.13 23:00 0.04
 -------- 00:00 0.03
 -------- 01:00 0.04
 -------- 02:00 0.03
 -------- 03:00 0.02
 27.03.13 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.04
 -------- 08:00 0.04
 27.03.13 09:00 0.04
 -------- 10:00 0.04
