 Date Time CO
 -------- 15:00 0.17
 -------- 16:00 0.18
 24.12.12 17:00 0.18
 -------- 18:00 0.18
 -------- 19:00 0.18
 -------- 20:00 0.16
 -------- 21:00 0.16
 24.12.12 22:00 0.15
 -------- 23:00 0.14
 -------- 00:00 0.12
 -------- 01:00 0.10
 -------- 02:00 0.09
 25.12.12 03:00 0.07
 -------- 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.07
 25.12.12 08:00 0.08
 -------- 09:00 0.08
 -------- 10:00 0.08
 -------- 11:00 0.08
 -------- 12:00 0.08
 25.12.12 13:00 0.08
 -------- 14:00 0.08
 -------- 15:00 0.08
 -------- 16:00 0.08
 -------- 17:00 0.07
 25.12.12 18:00 0.08
 -------- 19:00 0.08
 -------- 20:00 0.08
 -------- 21:00 0.08
 -------- 22:00 0.08
 25.12.12 23:00 0.08
 -------- 00:00 0.08
 -------- 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 26.12.12 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 26.12.12 09:00 0.06
 -------- 10:00 0.07
