 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.06
 30.12.12 17:00 0.06
 -------- 18:00 0.07
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 30.12.12 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.06
 31.12.12 03:00 0.09
 -------- 04:00 0.11
 -------- 05:00 0.12
 -------- 06:00 0.12
 -------- 07:00 0.12
 31.12.12 08:00 0.10
 -------- 09:00 0.09
 -------- 10:00 0.08
 -------- 11:00 0.07
 -------- 12:00 0.06
 31.12.12 13:00 0.08
 -------- 14:00 0.08
 -------- 15:00 0.08
 -------- 16:00 0.07
 -------- 17:00 0.07
 31.12.12 18:00 0.08
 -------- 19:00 0.08
 -------- 20:00 0.08
 -------- 21:00 0.07
 -------- 22:00 0.06
 31.12.12 23:00 0.07
 -------- 00:00 0.07
 -------- 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 01.01.13 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 01.01.13 09:00 0.06
 -------- 10:00 0.06
