 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.02
 23.11.12 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.03
 -------- 08:00 0.04
 -------- 09:00 0.02
 23.11.12 10:00 0.02
 -------- 11:00 0.03
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.05
 23.11.12 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.07
 -------- 18:00 0.07
 -------- 19:00 0.08
 23.11.12 20:00 0.08
 -------- 21:00 0.08
 -------- 22:00 0.08
 -------- 23:00 0.07
 -------- 00:00 0.06
 24.11.12 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.04
 24.11.12 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 24.11.12 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.06
 -------- 14:00 0.08
 -------- 15:00 0.08
 24.11.12 16:00 0.08
 -------- 17:00 0.09
 -------- 18:00 0.10
