 Date Time CO
 -------- 03:00 0.09
 -------- 04:00 0.11
 31.12.12 05:00 0.12
 -------- 06:00 0.12
 -------- 07:00 0.12
 -------- 08:00 0.10
 -------- 09:00 0.09
 31.12.12 10:00 0.08
 -------- 11:00 0.07
 -------- 12:00 0.06
 -------- 13:00 0.08
 -------- 14:00 0.08
 31.12.12 15:00 0.08
 -------- 16:00 0.07
 -------- 17:00 0.07
 -------- 18:00 0.08
 -------- 19:00 0.08
 31.12.12 20:00 0.08
 -------- 21:00 0.07
 -------- 22:00 0.06
 -------- 23:00 0.07
 -------- 00:00 0.07
 01.01.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 01.01.13 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.06
 01.01.13 11:00 0.06
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.04
 01.01.13 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.05
 -------- 20:00 0.04
 01.01.13 21:00 0.04
 -------- 22:00 0.04
