 Date Time CO
 -------- 15:00 0.04
 -------- 16:00 0.04
 18.11.12 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.03
 -------- 20:00 0.02
 -------- 21:00 0.02
 18.11.12 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 19.11.12 03:00 0.03
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 19.11.12 08:00 0.02
 -------- 09:00 0.02
 -------- 10:00 0.02
 -------- 11:00 0.02
 -------- 12:00 0.02
 19.11.12 13:00 0.03
 -------- 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.05
 -------- 17:00 0.04
 19.11.12 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 19.11.12 23:00 0.05
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 20.11.12 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.05
 20.11.12 09:00 0.06
 -------- 10:00 0.06
 -------- 11:00 0.06
