 Date Time CO
 -------- 14:00 0.06
 -------- 15:00 0.06
 11.02.13 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.06
 11.02.13 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.05
 12.02.13 02:00 0.04
 -------- 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 12.02.13 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 12.02.13 12:00 0.03
 -------- 13:00 0.02
 -------- 14:00 0.02
 -------- 15:00 0.02
 -------- 16:00 0.02
 12.02.13 17:00 0.02
 -------- 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.03
 -------- 21:00 0.03
 12.02.13 22:00 0.02
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 13.02.13 03:00 0.02
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 13.02.13 08:00 0.04
 -------- 09:00 0.06
