 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.02
 30.12.12 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.03
 -------- 08:00 0.04
 -------- 09:00 0.04
 30.12.12 10:00 0.05
 -------- 11:00 0.07
 -------- 12:00 0.08
 -------- 13:00 0.08
 -------- 14:00 0.06
 30.12.12 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.07
 -------- 19:00 0.06
 30.12.12 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 31.12.12 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.09
 -------- 04:00 0.11
 -------- 05:00 0.12
 31.12.12 06:00 0.12
 -------- 07:00 0.12
 -------- 08:00 0.10
 -------- 09:00 0.09
 -------- 10:00 0.08
 31.12.12 11:00 0.07
 -------- 12:00 0.06
 -------- 13:00 0.08
 -------- 14:00 0.08
 -------- 15:00 0.08
 31.12.12 16:00 0.07
 -------- 17:00 0.07
 -------- 18:00 0.08
 -------- 19:00 0.08
 -------- 20:00 0.08
 31.12.12 21:00 0.07
 -------- 22:00 0.06
