 Date Time CO
 -------- 03:00 0.12
 -------- 04:00 0.10
 13.01.13 05:00 0.09
 -------- 06:00 0.08
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.07
 13.01.13 10:00 0.08
 -------- 11:00 0.08
 -------- 12:00 0.08
 -------- 13:00 0.08
 -------- 14:00 0.08
 13.01.13 15:00 0.08
 -------- 16:00 0.08
 -------- 17:00 0.08
 -------- 18:00 0.08
 -------- 19:00 0.08
 13.01.13 20:00 0.08
 -------- 21:00 0.08
 -------- 22:00 0.08
 -------- 23:00 0.06
 -------- 00:00 0.06
 14.01.13 01:00 0.06
 -------- 02:00 0.05
 -------- 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.05
 14.01.13 06:00 0.04
 -------- 07:00 0.05
 -------- 08:00 0.06
 -------- 09:00 0.06
 -------- 10:00 0.08
 14.01.13 11:00 0.07
 -------- 12:00 0.06
 -------- 13:00 0.07
 -------- 14:00 0.08
 -------- 15:00 0.08
 14.01.13 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.05
 -------- 19:00 0.05
 -------- 20:00 0.06
 14.01.13 21:00 0.05
 -------- 22:00 0.06
