 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.06
 23.12.12 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.06
 23.12.12 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 23.12.12 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.07
 -------- 19:00 0.08
 23.12.12 20:00 0.10
 -------- 21:00 0.10
 -------- 22:00 0.10
 -------- 23:00 0.11
 -------- 00:00 0.12
 24.12.12 01:00 0.14
 -------- 02:00 0.15
 -------- 03:00 0.16
 -------- 04:00 0.16
 -------- 05:00 0.16
 24.12.12 06:00 0.15
 -------- 07:00 0.13
 -------- 08:00 0.12
 -------- 09:00 0.12
 -------- 10:00 0.12
 24.12.12 11:00 0.14
 -------- 12:00 0.15
 -------- 13:00 0.16
 -------- 14:00 0.16
 -------- 15:00 0.17
 24.12.12 16:00 0.18
 -------- 17:00 0.18
 -------- 18:00 0.18
 -------- 19:00 0.18
 -------- 20:00 0.16
 24.12.12 21:00 0.16
 -------- 22:00 0.15
