 Date Time CO
 -------- 03:00 0.02
 -------- 04:00 0.02
 22.01.13 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.04
 22.01.13 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.05
 -------- 13:00 0.06
 -------- 14:00 0.07
 22.01.13 15:00 0.09
 -------- 16:00 0.07
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.04
 22.01.13 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 23.01.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 23.01.13 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.06
 23.01.13 11:00 0.07
 -------- 12:00 0.10
 -------- 13:00 0.13
 -------- 14:00 0.12
 -------- 15:00 0.09
 23.01.13 16:00 0.08
 -------- 17:00 0.07
 -------- 18:00 0.08
 -------- 19:00 0.07
 -------- 20:00 0.06
 23.01.13 21:00 0.06
 -------- 22:00 0.05
