 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.02
 18.02.13 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 18.02.13 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 -------- 13:00 0.04
 -------- 14:00 0.04
 18.02.13 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.05
 -------- 19:00 0.06
 18.02.13 20:00 0.08
 -------- 21:00 0.08
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 19.02.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 19.02.13 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.06
 -------- 09:00 0.05
 -------- 10:00 0.06
 19.02.13 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 -------- 15:00 0.06
 19.02.13 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
