 Date Time CO
 -------- 15:00 0.02
 -------- 16:00 0.02
 07.04.13 17:00 0.03
 -------- 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 -------- 21:00 0.03
 07.04.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 08.04.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 08.04.13 08:00 0.04
 -------- 09:00 0.05
 -------- 10:00 0.06
 -------- 11:00 0.04
 -------- 12:00 0.07
 08.04.13 13:00 0.07
 -------- 14:00 0.06
 -------- 15:00 0.06
 -------- 16:00 0.04
 -------- 17:00 0.04
 08.04.13 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 08.04.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 09.04.13 04:00 0.04
 -------- 05:00 0.05
 -------- 06:00 0.06
 -------- 07:00 0.08
 -------- 08:00 0.09
 09.04.13 09:00 0.11
 -------- 10:00 0.10
 -------- 11:00 0.08
