 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.04
 11.01.13 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.05
 -------- 08:00 0.06
 -------- 09:00 0.06
 11.01.13 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.06
 -------- 14:00 0.06
 11.01.13 15:00 0.06
 -------- 16:00 0.06
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 11.01.13 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 12.01.13 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 -------- 04:00 0.04
 -------- 05:00 0.04
 12.01.13 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.05
 12.01.13 11:00 0.06
 -------- 12:00 0.06
 -------- 13:00 0.07
 -------- 14:00 0.08
 -------- 15:00 0.09
 12.01.13 16:00 0.10
 -------- 17:00 0.10
 -------- 18:00 0.10
 -------- 19:00 0.10
 -------- 20:00 0.10
 12.01.13 21:00 0.11
 -------- 22:00 0.13
