 Date Time CO
 -------- 03:00 0.04
 -------- 04:00 0.04
 08.04.13 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 -------- 09:00 0.05
 08.04.13 10:00 0.06
 -------- 11:00 0.04
 -------- 12:00 0.07
 -------- 13:00 0.07
 -------- 14:00 0.06
 08.04.13 15:00 0.06
 -------- 16:00 0.04
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 08.04.13 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 09.04.13 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.05
 09.04.13 06:00 0.06
 -------- 07:00 0.08
 -------- 08:00 0.09
 -------- 09:00 0.11
 -------- 10:00 0.10
 09.04.13 11:00 0.08
 -------- 12:00 0.08
 -------- 13:00 0.07
 -------- 14:00 0.06
 -------- 15:00 0.07
 09.04.13 16:00 0.07
 -------- 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
