 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.04
 08.04.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 08.04.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 09.04.13 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.05
 -------- 06:00 0.06
 -------- 07:00 0.08
 09.04.13 08:00 0.09
 -------- 09:00 0.11
 -------- 10:00 0.10
 -------- 11:00 0.08
 -------- 12:00 0.08
 09.04.13 13:00 0.07
 -------- 14:00 0.06
 -------- 15:00 0.07
 -------- 16:00 0.07
 -------- 17:00 0.06
 09.04.13 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 09.04.13 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.07
 -------- 03:00 0.11
 10.04.13 04:00 0.13
 -------- 05:00 0.14
 -------- 06:00 0.14
 -------- 07:00 0.13
 -------- 08:00 0.12
 10.04.13 09:00 0.12
 -------- 10:00 0.10
 -------- 11:00 0.08
