 Date Time CO
 -------- 15:00 0.06
 -------- 16:00 0.06
 26.12.12 17:00 0.06
 -------- 18:00 0.06
 -------- 19:00 0.06
 -------- 20:00 0.06
 -------- 21:00 0.06
 26.12.12 22:00 0.06
 -------- 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.05
 -------- 02:00 0.04
 27.12.12 03:00 0.04
 -------- 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 27.12.12 08:00 0.04
 -------- 09:00 0.06
 -------- 10:00 0.06
 -------- 11:00 0.06
 -------- 12:00 0.07
 27.12.12 13:00 0.08
 -------- 14:00 0.08
 -------- 15:00 0.10
 -------- 16:00 0.10
 -------- 17:00 0.10
 27.12.12 18:00 0.12
 -------- 19:00 0.12
 -------- 20:00 0.13
 -------- 21:00 0.12
 -------- 22:00 0.11
 27.12.12 23:00 0.10
 -------- 00:00 0.09
 -------- 01:00 0.08
 -------- 02:00 0.06
 -------- 03:00 0.06
 28.12.12 04:00 0.05
 -------- 05:00 0.05
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 28.12.12 09:00 0.04
 -------- 10:00 0.06
