 Date Time CO
 -------- 15:00 0.08
 -------- 16:00 0.07
 26.02.13 17:00 0.06
 -------- 18:00 0.05
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 26.02.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.03
 -------- 01:00 0.02
 -------- 02:00 0.03
 27.02.13 03:00 0.04
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.04
 27.02.13 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 27.02.13 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.04
 -------- 16:00 0.04
 -------- 17:00 0.04
 27.02.13 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 27.02.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.05
 -------- 02:00 0.06
 -------- 03:00 0.06
 28.02.13 04:00 0.05
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 28.02.13 09:00 0.04
 -------- 10:00 0.04
