 Date Time CO
 -------- 03:00 0.06
 -------- 04:00 0.06
 18.03.13 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 -------- 08:00 0.08
 -------- 09:00 0.09
 18.03.13 10:00 0.10
 -------- 11:00 0.09
 -------- 12:00 0.07
 -------- 13:00 0.06
 -------- 14:00 0.06
 18.03.13 15:00 0.05
 -------- 16:00 0.05
 -------- 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 18.03.13 20:00 0.04
 -------- 21:00 0.04
 -------- 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 19.03.13 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 -------- 04:00 0.03
 -------- 05:00 0.02
 19.03.13 06:00 0.02
 -------- 07:00 0.02
 -------- 08:00 0.02
 -------- 09:00 0.02
 -------- 10:00 0.02
 19.03.13 11:00 0.02
 -------- 12:00 0.03
 -------- 13:00 0.02
 -------- 14:00 0.02
 -------- 15:00 0.02
 19.03.13 16:00 0.02
 -------- 17:00 0.02
 -------- 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 19.03.13 21:00 0.04
 -------- 22:00 0.04
