 Date Time CO
 -------- 15:00 0.10
 -------- 16:00 0.09
 16.02.13 17:00 0.08
 -------- 18:00 0.08
 -------- 19:00 0.08
 -------- 20:00 0.08
 -------- 21:00 0.08
 16.02.13 22:00 0.07
 -------- 23:00 0.06
 -------- 00:00 0.07
 -------- 01:00 0.06
 -------- 02:00 0.06
 17.02.13 03:00 0.06
 -------- 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.06
 17.02.13 08:00 0.07
 -------- 09:00 0.14
 -------- 10:00 0.17
 -------- 11:00 0.13
 -------- 12:00 0.11
 17.02.13 13:00 0.08
 -------- 14:00 0.07
 -------- 15:00 0.06
 -------- 16:00 0.05
 -------- 17:00 0.04
 17.02.13 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.05
 -------- 21:00 0.06
 -------- 22:00 0.06
 17.02.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 18.02.13 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.03
 -------- 07:00 0.04
 -------- 08:00 0.04
 18.02.13 09:00 0.04
 -------- 10:00 0.04
