 Date Time CO
 -------- 15:00 0.04
 -------- 16:00 0.04
 04.04.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 04.04.13 22:00 0.03
 -------- 23:00 0.02
 -------- 00:00 0.02
 -------- 01:00 0.02
 -------- 02:00 0.02
 05.04.13 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.03
 -------- 06:00 0.04
 -------- 07:00 0.04
 05.04.13 08:00 0.04
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.04
 05.04.13 13:00 0.04
 -------- 14:00 0.04
 -------- 15:00 0.05
 -------- 16:00 0.04
 -------- 17:00 0.04
 05.04.13 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.05
 -------- 21:00 0.05
 -------- 22:00 0.05
 05.04.13 23:00 0.05
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.06
 06.04.13 04:00 0.06
 -------- 05:00 0.06
 -------- 06:00 0.06
 -------- 07:00 0.05
 -------- 08:00 0.04
 06.04.13 09:00 0.04
 -------- 10:00 0.05
 -------- 11:00 0.08
