 Date Time CO
 -------- 15:00 0.04
 -------- 16:00 0.04
 21.01.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.05
 -------- 21:00 0.06
 21.01.13 22:00 0.05
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.02
 -------- 02:00 0.02
 22.01.13 03:00 0.02
 -------- 04:00 0.02
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 22.01.13 08:00 0.02
 -------- 09:00 0.04
 -------- 10:00 0.04
 -------- 11:00 0.04
 -------- 12:00 0.05
 22.01.13 13:00 0.06
 -------- 14:00 0.07
 -------- 15:00 0.09
 -------- 16:00 0.07
 -------- 17:00 0.06
 22.01.13 18:00 0.06
 -------- 19:00 0.04
 -------- 20:00 0.06
 -------- 21:00 0.06
 -------- 22:00 0.06
 22.01.13 23:00 0.06
 -------- 00:00 0.06
 -------- 01:00 0.06
 -------- 02:00 0.06
 -------- 03:00 0.04
 23.01.13 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.04
 23.01.13 09:00 0.04
 -------- 10:00 0.06
