 Date Time CO NO2 CHX NO
 02.10.12 12:00 0.14 0.12 1.47 0.19
 -------- 13:00 0.12 0.11 1.41 0.11
 -------- 14:00 0.09 0.11 1.40 0.10
 -------- 15:00 0.09 0.11 1.41 0.09
 -------- 16:00 0.09 0.10 1.41 0.08
 02.10.12 17:00 0.15 0.14 1.45 0.12
 -------- 18:00 0.13 0.14 1.44 0.08
 -------- 19:00 0.17 0.15 1.48 0.11
 -------- 20:00 0.13 0.14 1.49 0.09
 -------- 21:00 0.15 0.14 1.47 0.13
 02.10.12 22:00 0.21 0.15 1.50 0.19
 -------- 23:00 0.17 0.15 1.49 0.16
 -------- 00:00 0.11 0.14 1.45 0.13
 -------- 01:00 0.13 0.13 1.48 0.22
 -------- 02:00 0.10 0.13 1.52 0.17
 03.10.12 03:00 0.05 0.12 1.48 0.06
 -------- 04:00 0.04 0.11 1.46 0.08
 -------- 05:00 0.05 0.11 1.50 0.08
 -------- 06:00 0.08 0.11 1.50 0.14
 -------- 07:00 0.12 0.12 1.51 0.15
 03.10.12 08:00 0.15 0.12 1.47 0.13
 -------- 09:00 0.19 0.13 1.49 0.18
 -------- 10:00 0.15 0.12 1.47 0.13
 -------- 11:00 0.11 0.10 1.45 0.09
 -------- 12:00 0.13 0.10 1.47 0.13
 03.10.12 13:00 0.15 0.10 1.47 0.13
 -------- 14:00 0.14 0.10 1.46 0.14
 -------- 15:00 0.17 0.11 1.52 0.18
 -------- 16:00 0.15 0.11 1.55 0.15
 -------- 17:00 0.19 0.12 1.54 0.20
 03.10.12 18:00 0.21 0.12 1.55 0.19
 -------- 19:00 0.24 0.12 1.62 0.21
 -------- 20:00 0.22 0.11 1.60 0.21
 -------- 21:00 0.21 0.11 1.63 0.21
 -------- 22:00 0.22 0.11 1.66 0.22
 03.10.12 23:00 0.25 0.12 1.70 0.29
 -------- 00:00 0.24 0.11 1.65 0.37
 -------- 01:00 0.22 0.10 1.62 0.33
 -------- 02:00 0.17 0.11 1.64 0.33
 -------- 03:00 0.14 0.10 1.69 0.25
 04.10.12 04:00 0.18 0.12 1.71 0.32
 -------- 05:00 0.18 0.11 1.76 0.30
 -------- 06:00 0.20 0.10 1.78 0.33
 -------- 07:00 0.22 0.10 1.83 0.35
 -------- 08:00 0.33 0.11 1.82 0.43
 04.10.12 09:00 0.30 0.11 1.71 0.40
 -------- 10:00 0.26 0.11 1.63 0.31
 -------- 11:00 0.23 0.11 1.61 0.29
