 Date Time CO NO2 CHX NO
 24.11.12 12:00 0.12 0.13 1.51 0.19
 -------- 13:00 0.13 0.14 1.52 0.20
 -------- 14:00 0.14 0.15 1.53 0.20
 -------- 15:00 0.14 0.15 1.53 0.20
 -------- 16:00 0.16 0.16 1.55 0.23
 24.11.12 17:00 0.17 0.16 1.57 0.25
 -------- 18:00 0.16 0.16 1.61 0.24
 -------- 19:00 0.21 0.18 1.66 0.37
 -------- 20:00 0.21 0.18 1.67 0.37
 -------- 21:00 0.21 0.18 1.67 0.39
 24.11.12 22:00 0.21 0.19 1.70 0.43
 -------- 23:00 0.18 0.18 1.66 0.35
 -------- 00:00 0.19 0.19 1.72 0.40
 -------- 01:00 0.13 0.18 1.64 0.28
 -------- 02:00 0.10 0.15 1.58 0.21
 25.11.12 03:00 0.09 0.15 1.61 0.21
 -------- 04:00 0.08 0.14 1.57 0.15
 -------- 05:00 0.09 0.14 1.53 0.14
 -------- 06:00 0.09 0.14 1.54 0.17
 -------- 07:00 0.09 0.15 1.58 0.21
 25.11.12 08:00 0.10 0.15 1.60 0.20
 -------- 09:00 0.13 0.16 1.61 0.24
 -------- 10:00 0.15 0.16 1.59 0.24
 -------- 11:00 0.13 0.17 1.62 0.27
 -------- 12:00 0.13 0.16 1.59 0.24
 25.11.12 13:00 0.13 0.17 1.59 0.24
 -------- 14:00 0.14 0.18 1.60 0.27
 -------- 15:00 0.18 0.19 1.61 0.31
 -------- 16:00 0.23 0.20 1.65 0.40
 -------- 17:00 0.18 0.20 1.60 0.31
 25.11.12 18:00 0.17 0.19 1.58 0.29
 -------- 19:00 0.17 0.19 1.57 0.30
 -------- 20:00 0.14 0.18 1.55 0.27
 -------- 21:00 0.11 0.16 1.57 0.20
 -------- 22:00 0.11 0.15 1.61 0.20
 25.11.12 23:00 0.11 0.14 1.57 0.18
 -------- 00:00 0.09 0.14 1.51 0.13
 -------- 01:00 0.09 0.12 1.45 0.07
 -------- 02:00 0.05 0.11 1.44 0.05
 -------- 03:00 0.04 0.10 1.43 0.03
 26.11.12 04:00 0.04 0.10 1.44 0.04
 -------- 05:00 0.04 0.09 1.44 0.03
 -------- 06:00 0.05 0.10 1.45 0.06
 -------- 07:00 0.07 0.11 1.48 0.10
 -------- 08:00 0.09 0.11 1.55 0.12
 26.11.12 09:00 0.12 0.12 1.63 0.19
 -------- 10:00 0.13 0.12 1.58 0.19
 -------- 11:00 0.14 0.12 1.61 0.23
