 Date Time CO NO2 CHX NO
 20.09.12 00:00 0.22 0.17 1.54 0.15
 -------- 01:00 0.17 0.17 1.54 0.15
 -------- 02:00 0.12 0.15 1.50 0.10
 -------- 03:00 0.09 0.15 1.47 0.10
 -------- 04:00 0.05 0.12 1.44 0.07
 20.09.12 05:00 0.08 0.14 1.65 0.13
 -------- 06:00 0.13 0.15 1.59 0.19
 -------- 07:00 0.25 0.16 1.69 0.33
 -------- 08:00 0.31 0.16 1.75 0.32
 -------- 09:00 0.37 0.17 1.78 0.34
 20.09.12 10:00 0.35 0.18 1.77 0.30
 -------- 11:00 0.24 0.16 1.65 0.19
 -------- 12:00 0.16 0.13 1.49 0.10
 -------- 13:00 0.14 0.13 1.46 0.09
 -------- 14:00 0.07 0.08 1.46 0.02
 20.09.12 15:00 0.07 0.10 1.45 0.03
 -------- 16:00 0.09 0.11 1.46 0.04
 -------- 17:00 0.11 0.12 1.44 0.03
 -------- 18:00 0.07 0.08 1.40 0.01
 -------- 19:00 0.15 0.15 1.45 0.05
 20.09.12 20:00 0.23 0.20 1.53 0.15
 -------- 21:00 0.27 0.20 1.70 0.16
 -------- 22:00 0.19 0.19 1.53 0.11
 -------- 23:00 0.15 0.16 1.47 0.09
 -------- 00:00 0.11 0.14 1.44 0.08
 21.09.12 01:00 0.03 0.08 1.39 0.01
 -------- 02:00 0.04 0.09 1.39 0.02
 -------- 03:00 0.08 0.13 1.48 0.09
 -------- 04:00 0.06 0.13 1.49 0.04
 -------- 16:00 0.20 0.09 0.49 0.06
 21.09.12 17:00 0.41 0.21 1.43 0.13
 -------- 18:00 0.41 0.15 1.53 0.12
 -------- 19:00 0.45 0.11 1.56 0.20
 -------- 20:00 0.53 0.12 1.50 0.27
 -------- 21:00 0.53 0.13 1.50 0.30
 21.09.12 22:00 0.54 0.13 1.50 0.31
 -------- 23:00 0.47 0.12 1.46 0.24
