 Date Time CO NO2 CHX NO
 31.10.12 00:00 0.09 0.12 1.42 0.14
 -------- 01:00 0.08 0.12 1.43 0.12
 -------- 02:00 0.05 0.12 1.44 0.09
 -------- 03:00 0.04 0.10 1.43 0.07
 -------- 04:00 0.04 0.10 1.46 0.08
 31.10.12 05:00 0.07 0.12 1.56 0.15
 -------- 06:00 0.12 0.13 1.58 0.22
 -------- 07:00 0.16 0.13 1.71 0.32
 -------- 08:00 0.22 0.14 1.67 0.39
 -------- 09:00 0.24 0.14 1.65 0.44
 31.10.12 10:00 0.27 0.15 1.75 0.53
 -------- 11:00 0.21 0.14 1.96 0.43
 -------- 12:00 0.13 0.13 1.71 0.28
 -------- 13:00 0.13 0.11 1.75 0.23
 -------- 14:00 0.16 0.14 1.60 0.36
 31.10.12 15:00 0.18 0.14 1.57 0.37
 -------- 16:00 0.11 0.11 1.48 0.21
 -------- 17:00 0.08 0.11 1.45 0.17
 -------- 18:00 0.05 0.10 1.44 0.11
 -------- 19:00 0.11 0.13 1.49 0.14
 31.10.12 20:00 0.18 0.15 1.54 0.15
 -------- 21:00 0.17 0.14 1.52 0.15
 -------- 22:00 0.12 0.13 1.48 0.11
 -------- 23:00 0.11 0.14 1.49 0.12
 -------- 00:00 0.07 0.12 1.43 0.10
 01.11.12 01:00 0.06 0.11 1.41 0.09
 -------- 02:00 0.04 0.09 1.38 0.05
 -------- 03:00 0.02 0.04 1.37 0.01
 -------- 04:00 0.02 0.03 1.36 0.01
 -------- 05:00 0.04 0.05 1.36 0.03
 01.11.12 06:00 0.05 0.07 1.39 0.04
 -------- 07:00 0.07 0.09 1.41 0.07
 -------- 08:00 0.08 0.09 1.41 0.07
 -------- 09:00 0.11 0.12 1.42 0.12
 -------- 10:00 0.11 0.12 1.42 0.12
 01.11.12 11:00 0.12 0.14 1.44 0.15
 -------- 12:00 0.13 0.15 1.48 0.19
 -------- 13:00 0.13 0.15 1.47 0.16
 -------- 14:00 0.15 0.17 1.47 0.19
 -------- 15:00 0.13 0.14 1.43 0.13
 01.11.12 16:00 0.08 0.13 1.45 0.09
 -------- 17:00 0.10 0.14 1.49 0.12
 -------- 18:00 0.10 0.14 1.48 0.08
 -------- 19:00 0.11 0.13 1.45 0.09
 -------- 20:00 0.15 0.14 1.55 0.13
 01.11.12 21:00 0.14 0.14 1.60 0.13
