 Date Time CO NO2 CHX NO
 03.10.12 00:00 0.10 0.14 1.44 0.12
 -------- 01:00 0.13 0.13 1.48 0.22
 -------- 02:00 0.10 0.13 1.52 0.17
 -------- 03:00 0.05 0.12 1.48 0.06
 -------- 04:00 0.04 0.11 1.46 0.08
 03.10.12 05:00 0.05 0.11 1.50 0.08
 -------- 06:00 0.08 0.11 1.50 0.14
 -------- 07:00 0.12 0.12 1.51 0.15
 -------- 08:00 0.15 0.12 1.47 0.13
 -------- 09:00 0.19 0.13 1.49 0.18
 03.10.12 10:00 0.15 0.12 1.47 0.13
 -------- 11:00 0.11 0.10 1.45 0.09
 -------- 12:00 0.13 0.10 1.47 0.13
 -------- 13:00 0.15 0.10 1.47 0.13
 -------- 14:00 0.14 0.10 1.46 0.14
 03.10.12 15:00 0.17 0.11 1.52 0.18
 -------- 16:00 0.15 0.11 1.55 0.15
 -------- 17:00 0.19 0.12 1.54 0.20
 -------- 18:00 0.21 0.12 1.55 0.19
 -------- 19:00 0.24 0.12 1.62 0.21
 03.10.12 20:00 0.22 0.11 1.60 0.21
 -------- 21:00 0.21 0.11 1.63 0.21
 -------- 22:00 0.22 0.11 1.66 0.22
 -------- 23:00 0.25 0.12 1.70 0.29
 -------- 00:00 0.24 0.11 1.65 0.37
 04.10.12 01:00 0.22 0.10 1.62 0.33
 -------- 02:00 0.17 0.11 1.64 0.33
 -------- 03:00 0.14 0.10 1.69 0.25
 -------- 04:00 0.18 0.12 1.71 0.32
 -------- 05:00 0.18 0.11 1.76 0.30
 04.10.12 06:00 0.20 0.10 1.78 0.33
 -------- 07:00 0.22 0.10 1.83 0.35
 -------- 08:00 0.33 0.11 1.82 0.43
 -------- 09:00 0.30 0.11 1.71 0.40
 -------- 10:00 0.26 0.11 1.63 0.31
 04.10.12 11:00 0.23 0.11 1.61 0.29
 -------- 12:00 0.23 0.13 1.67 0.27
 -------- 13:00 0.21 0.14 1.67 0.22
 -------- 14:00 0.12 0.12 1.56 0.08
 -------- 15:00 0.13 0.13 1.56 0.09
 04.10.12 16:00 0.09 0.11 1.48 0.04
 -------- 17:00 0.13 0.14 1.47 0.05
 -------- 18:00 0.10 0.10 1.43 0.03
 -------- 19:00 0.10 0.12 1.45 0.03
 -------- 20:00 0.09 0.10 1.46 0.02
 04.10.12 21:00 0.10 0.10 1.46 0.04
 -------- 22:00 0.10 0.09 1.46 0.05
