 Date Time CO NO2 CHX NO
 09.10.12 12:00 0.17 0.14 1.46 0.21
 -------- 13:00 0.26 0.16 1.52 0.31
 -------- 14:00 0.19 0.15 1.53 0.23
 -------- 15:00 0.18 0.15 1.61 0.27
 -------- 16:00 0.19 0.16 1.57 0.28
 09.10.12 17:00 0.21 0.18 1.62 0.38
 -------- 18:00 0.19 0.15 1.56 0.27
 -------- 19:00 0.12 0.13 1.48 0.18
 -------- 20:00 0.13 0.08 1.52 0.03
 -------- 21:00 0.13 0.10 1.49 0.07
 09.10.12 22:00 0.11 0.10 1.46 0.12
 -------- 23:00 0.15 0.13 1.46 0.23
 -------- 00:00 0.11 0.13 1.44 0.19
 -------- 01:00 0.10 0.11 1.48 0.14
 -------- 02:00 0.05 0.08 1.44 0.06
 10.10.12 03:00 0.06 0.10 1.40 0.07
 -------- 04:00 0.05 0.09 1.41 0.06
 -------- 05:00 0.07 0.10 1.42 0.09
 -------- 06:00 0.13 0.11 1.52 0.17
 -------- 07:00 0.11 0.10 1.46 0.09
 10.10.12 08:00 0.17 0.11 1.48 0.12
 -------- 09:00 0.14 0.10 1.44 0.11
 -------- 10:00 0.16 0.11 1.48 0.14
 -------- 11:00 0.17 0.10 1.43 0.17
 -------- 12:00 0.18 0.09 1.60 0.20
 10.10.12 13:00 0.13 0.09 1.50 0.12
 -------- 14:00 0.10 0.10 1.43 0.09
 -------- 15:00 0.07 0.10 1.43 0.07
 -------- 16:00 0.12 0.11 1.45 0.09
 -------- 17:00 0.11 0.11 1.45 0.05
 10.10.12 18:00 0.13 0.11 1.45 0.04
 -------- 19:00 0.10 0.12 1.46 0.04
 -------- 20:00 0.07 0.10 1.42 0.03
 -------- 21:00 0.08 0.11 1.42 0.03
 -------- 22:00 0.09 0.09 1.41 0.03
 10.10.12 23:00 0.09 0.09 1.42 0.03
 -------- 00:00 0.05 0.08 1.39 0.03
 -------- 01:00 0.04 0.06 1.38 0.01
 -------- 02:00 0.04 0.06 1.37 0.01
 -------- 03:00 0.03 0.06 1.37 0.02
 11.10.12 04:00 0.02 0.06 1.36 0.01
 -------- 05:00 ---- 0.06 1.36 0.01
 -------- 06:00 0.02 0.07 1.37 0.04
 -------- 07:00 0.03 0.08 1.38 0.06
 -------- 08:00 0.11 0.09 1.40 0.08
 11.10.12 09:00 0.11 0.09 1.41 0.08
 -------- 10:00 0.09 0.08 1.39 0.07
 -------- 11:00 0.08 0.07 1.39 0.08
