 Date Time CO NO2 CHX NO
 15.10.12 12:00 0.19 0.16 1.67 0.25
 -------- 13:00 0.19 0.15 1.59 0.23
 -------- 14:00 0.15 0.15 1.52 0.19
 -------- 15:00 0.13 0.14 1.51 0.15
 -------- 16:00 0.13 0.16 1.51 0.17
 15.10.12 17:00 0.14 0.16 1.48 0.10
 -------- 18:00 0.10 0.13 1.42 0.05
 -------- 19:00 0.11 0.14 1.45 0.04
 -------- 20:00 0.12 0.14 1.44 0.07
 -------- 21:00 0.11 0.12 1.44 0.06
 15.10.12 22:00 0.12 0.12 1.45 0.11
 -------- 23:00 0.10 0.12 1.43 0.08
 -------- 00:00 0.05 0.10 1.38 0.03
 -------- 01:00 0.04 0.08 1.40 0.03
 -------- 02:00 0.05 0.10 1.42 0.05
 16.10.12 03:00 0.04 0.09 1.41 0.03
 -------- 04:00 0.04 0.08 1.40 0.03
 -------- 05:00 0.05 0.08 1.40 0.05
 -------- 06:00 0.09 0.10 1.44 0.10
 -------- 07:00 0.16 0.11 1.47 0.21
 16.10.12 08:00 0.14 0.09 1.45 0.16
 -------- 09:00 0.20 0.10 1.47 0.14
 -------- 10:00 0.32 0.11 1.53 0.20
 -------- 11:00 0.38 0.12 1.54 0.23
 -------- 12:00 0.44 0.11 1.55 0.26
 16.10.12 13:00 0.47 0.12 1.55 0.24
 -------- 14:00 0.48 0.11 1.57 0.21
 -------- 15:00 0.52 0.12 1.61 0.26
 -------- 16:00 0.55 0.11 1.60 0.25
 -------- 17:00 0.52 0.10 1.59 0.20
 16.10.12 18:00 0.50 0.11 1.57 0.19
 -------- 19:00 0.23 0.10 1.57 0.17
 -------- 20:00 0.19 0.10 1.54 0.15
 -------- 21:00 0.25 0.10 1.58 0.23
 -------- 22:00 0.25 0.09 1.59 0.24
 16.10.12 23:00 0.20 0.08 1.55 0.21
 -------- 00:00 0.15 0.07 1.51 0.20
 -------- 01:00 0.12 0.07 1.51 0.20
 -------- 02:00 0.09 0.07 1.54 0.16
 -------- 03:00 0.07 0.06 1.54 0.13
 17.10.12 04:00 0.03 0.06 1.51 0.11
 -------- 05:00 0.09 0.06 1.47 0.10
 -------- 06:00 0.17 0.07 1.55 0.26
 -------- 07:00 0.22 0.07 1.61 0.30
 -------- 08:00 0.31 0.08 1.68 0.36
 17.10.12 09:00 0.35 0.09 1.74 0.39
 -------- 10:00 0.31 0.07 1.69 0.31
 -------- 11:00 0.27 0.08 1.66 0.30
