 Date Time CO SO2 H2S NO2 CHX NO
 04.03.13 12:00 0.17 0.00 0.12 0.11 1.77 0.13
 -------- 13:00 0.19 0.01 0.17 0.11 1.68 0.12
 -------- 14:00 0.18 0.01 0.42 0.11 1.63 0.12
 -------- 15:00 0.19 0.02 0.58 0.12 1.61 0.12
 -------- 16:00 0.19 0.02 0.62 0.11 1.62 0.10
 04.03.13 17:00 0.17 0.02 0.71 0.11 1.69 0.09
 -------- 18:00 0.19 0.02 0.75 0.11 1.74 0.09
 -------- 19:00 0.21 0.02 0.75 0.13 1.67 0.10
 -------- 20:00 0.17 0.01 0.54 0.10 1.66 0.07
 -------- 21:00 0.14 0.01 0.38 0.11 1.61 0.08
 04.03.13 22:00 0.17 0.01 0.25 0.12 1.63 0.11
 -------- 23:00 0.12 0.00 0.12 0.12 1.55 0.15
 -------- 00:00 0.11 0.00 0.12 0.12 1.56 0.17
 -------- 01:00 0.16 0.00 ---- 0.11 1.57 0.14
 -------- 02:00 0.07 0.00 ---- 0.09 1.51 0.10
 05.03.13 03:00 0.07 0.00 0.12 0.09 1.50 0.08
 -------- 04:00 0.06 0.00 0.12 0.08 1.57 0.06
 -------- 05:00 0.05 0.00 0.21 0.09 1.84 0.07
 -------- 06:00 0.06 0.00 0.25 0.11 1.97 0.11
 -------- 07:00 0.12 0.01 0.25 0.12 1.91 0.14
 05.03.13 08:00 0.23 0.01 0.29 0.12 2.04 0.18
 -------- 09:00 0.23 0.01 0.25 0.13 1.90 0.19
 -------- 10:00 0.22 0.01 0.25 0.14 1.88 0.21
 -------- 11:00 0.18 0.01 0.25 0.13 1.87 0.17
 -------- 12:00 0.17 0.01 0.25 0.12 1.74 0.16
 05.03.13 13:00 0.15 0.01 0.21 0.10 1.66 0.12
 -------- 14:00 0.17 0.01 0.12 0.11 1.63 0.13
 -------- 15:00 0.13 0.01 0.12 0.10 1.57 0.08
 -------- 16:00 0.15 0.01 0.12 0.11 1.54 0.10
 -------- 17:00 0.13 0.01 0.25 0.10 1.54 0.08
 05.03.13 18:00 0.21 0.01 0.25 0.12 1.63 0.09
 -------- 19:00 0.17 0.01 0.25 0.12 1.58 0.09
 -------- 20:00 0.17 0.01 0.12 0.12 1.55 0.09
 -------- 21:00 0.16 0.00 0.12 0.13 1.55 0.11
 -------- 22:00 0.16 0.00 ---- 0.13 1.59 0.12
 05.03.13 23:00 0.16 0.00 ---- 0.13 1.63 0.15
 -------- 00:00 0.19 0.00 0.12 0.14 1.67 0.18
 -------- 01:00 0.11 0.00 ---- 0.13 1.59 0.10
 -------- 02:00 0.08 0.00 ---- 0.13 1.54 0.10
 -------- 03:00 0.05 0.00 ---- 0.13 1.51 0.10
 06.03.13 04:00 0.06 0.00 0.12 0.13 1.54 0.08
 -------- 05:00 0.07 0.00 0.12 0.12 1.66 0.11
 -------- 06:00 0.11 0.00 0.17 0.13 1.75 0.16
 -------- 07:00 0.13 0.00 0.17 0.13 1.75 0.14
 -------- 08:00 0.17 0.01 0.25 0.13 1.74 0.15
 06.03.13 09:00 0.18 0.01 0.25 0.13 1.76 0.14
 -------- 10:00 0.20 0.01 0.25 0.13 1.82 0.16
 -------- 11:00 0.17 0.01 0.25 0.13 1.76 0.15
