 Date Time CO NO2 CHX NO
 26.11.12 12:00 0.10 0.11 1.54 0.17
 -------- 13:00 0.11 0.11 1.55 0.18
 -------- 14:00 0.13 0.11 1.59 0.21
 -------- 15:00 0.14 0.11 1.61 0.25
 -------- 16:00 0.13 0.10 1.60 0.20
 26.11.12 17:00 0.15 0.10 1.64 0.18
 -------- 18:00 0.21 0.12 1.72 0.24
 -------- 19:00 0.17 0.11 1.64 0.20
 -------- 20:00 0.16 0.10 1.66 0.19
 -------- 21:00 0.15 0.09 1.59 0.18
 26.11.12 22:00 0.13 0.09 1.56 0.23
 -------- 23:00 0.11 0.09 1.54 0.25
 -------- 00:00 0.09 0.09 1.53 0.22
 -------- 01:00 0.07 0.08 1.57 0.18
 -------- 02:00 0.07 0.08 1.71 0.17
 27.11.12 03:00 0.05 0.07 1.60 0.14
 -------- 04:00 0.05 0.08 1.55 0.17
 -------- 05:00 0.05 0.08 1.51 0.17
 -------- 06:00 0.09 0.11 1.51 0.26
 -------- 07:00 0.15 0.13 1.54 0.29
 27.11.12 08:00 0.14 0.10 1.58 0.23
 -------- 09:00 0.16 0.10 1.57 0.26
 -------- 10:00 0.14 0.09 1.53 0.24
 -------- 11:00 0.14 0.10 1.54 0.25
 -------- 12:00 0.15 0.10 1.55 0.29
 27.11.12 13:00 0.21 0.13 1.58 0.38
 -------- 14:00 0.19 0.13 1.57 0.30
 -------- 15:00 0.21 0.14 1.60 0.29
 -------- 16:00 0.20 0.14 1.60 0.28
 -------- 17:00 0.21 0.14 1.59 0.24
 27.11.12 18:00 0.23 0.13 1.66 0.19
 -------- 19:00 0.15 0.12 1.58 0.13
 -------- 20:00 0.17 0.12 1.60 0.15
 -------- 21:00 0.36 0.15 1.76 0.25
 -------- 22:00 0.16 0.13 1.55 0.25
 27.11.12 23:00 0.15 0.13 1.56 0.28
 -------- 00:00 0.14 0.12 1.55 0.27
 -------- 01:00 0.10 0.12 1.51 0.23
 -------- 02:00 0.07 0.11 1.50 0.14
 -------- 03:00 0.07 0.10 1.48 0.15
 28.11.12 04:00 0.06 0.10 1.49 0.15
 -------- 05:00 0.07 0.10 1.49 0.16
 -------- 06:00 0.09 0.11 1.54 0.23
 -------- 07:00 0.19 0.14 1.68 0.41
 -------- 08:00 0.22 0.15 1.85 0.42
