 Date Time CO SO2 H2S NO2 CHX NO
 25.03.13 12:00 0.11 0.00 0.12 0.24 1.47 0.23
 -------- 13:00 0.11 0.00 0.12 0.24 1.49 0.22
 -------- 14:00 0.09 0.00 0.12 0.26 1.45 0.21
 -------- 15:00 0.12 0.00 0.12 0.25 1.51 0.20
 -------- 16:00 0.11 0.00 0.12 0.24 1.49 0.18
 25.03.13 17:00 0.13 0.00 0.12 0.25 1.52 0.19
 -------- 18:00 0.13 0.00 0.12 0.24 1.51 0.16
 -------- 19:00 0.11 0.00 0.12 0.25 1.51 0.15
 -------- 20:00 0.09 0.00 0.12 0.24 1.67 0.13
 -------- 21:00 0.06 0.00 0.12 0.19 1.55 0.08
 25.03.13 22:00 0.12 0.00 0.12 0.23 1.53 0.15
 -------- 23:00 0.07 0.00 0.12 0.22 1.48 0.16
 -------- 00:00 0.05 0.00 0.12 0.20 1.43 0.14
 -------- 01:00 0.03 0.00 0.25 0.19 1.49 0.10
 -------- 02:00 0.02 0.00 0.21 0.15 1.51 0.06
 26.03.13 03:00 0.02 0.00 0.21 0.14 1.43 0.07
 -------- 04:00 0.02 0.00 0.21 0.13 1.48 0.06
 -------- 05:00 0.02 0.00 0.17 0.11 1.41 0.05
 -------- 06:00 0.02 0.00 0.17 0.12 1.41 0.05
 -------- 07:00 0.07 0.00 0.12 0.17 1.46 0.12
 26.03.13 08:00 0.07 0.00 0.21 0.15 1.48 0.10
 -------- 09:00 0.09 0.00 0.21 0.17 1.50 0.12
 -------- 10:00 0.09 0.00 0.25 0.17 1.48 0.13
 -------- 11:00 0.08 0.01 0.25 0.15 1.50 0.14
 -------- 12:00 0.09 0.01 0.21 0.16 1.52 0.15
 26.03.13 13:00 0.11 0.01 0.25 0.19 1.57 0.18
 -------- 14:00 0.09 0.01 0.21 0.17 1.54 0.14
 -------- 15:00 0.11 0.01 0.21 0.18 1.56 0.17
 -------- 16:00 0.11 0.01 0.17 0.17 1.52 0.12
 -------- 17:00 0.08 0.01 0.21 0.15 1.50 0.10
 26.03.13 18:00 0.10 0.00 0.12 0.16 1.58 0.07
 -------- 19:00 0.07 0.00 0.17 0.16 1.50 0.07
 -------- 20:00 0.07 0.00 0.12 0.18 1.52 0.08
 -------- 21:00 0.13 0.01 0.17 0.26 1.55 0.20
 -------- 22:00 0.15 0.01 0.21 0.30 1.56 0.30
 26.03.13 23:00 0.11 0.01 0.25 0.28 1.51 0.22
 -------- 00:00 0.11 0.01 0.12 0.29 1.50 0.27
 -------- 01:00 0.07 0.01 0.12 0.25 1.49 0.14
 -------- 02:00 0.06 0.00 0.12 0.25 1.49 0.21
 -------- 03:00 0.10 0.01 0.17 0.29 1.60 0.36
 27.03.13 04:00 0.13 0.01 0.25 0.33 1.61 0.53
 -------- 05:00 0.15 0.01 0.17 0.32 1.62 0.58
 -------- 06:00 0.26 0.01 0.25 0.36 1.70 0.81
 -------- 07:00 0.25 0.01 0.25 0.35 1.74 0.60
 -------- 08:00 0.24 0.01 0.25 0.34 1.74 0.48
 27.03.13 09:00 0.19 0.01 0.25 0.32 1.71 0.36
 -------- 10:00 0.14 0.01 0.17 0.27 1.58 0.24
 -------- 11:00 0.09 0.01 0.12 0.20 1.53 0.14
