 Date Time CO NO2 CHX NO
 21.09.12 16:00 0.20 0.09 0.49 0.06
 -------- 17:00 0.41 0.21 1.43 0.13
 -------- 18:00 0.41 0.15 1.53 0.12
 -------- 19:00 0.45 0.11 1.56 0.20
 -------- 20:00 0.53 0.12 1.50 0.27
 21.09.12 21:00 0.53 0.13 1.50 0.30
 -------- 22:00 0.54 0.13 1.50 0.31
 -------- 23:00 0.47 0.12 1.46 0.24
 -------- 00:00 0.47 0.12 1.46 0.23
 -------- 01:00 0.45 0.11 1.45 0.23
 22.09.12 02:00 0.15 0.11 1.46 0.17
 -------- 03:00 0.09 0.09 1.42 0.13
 -------- 04:00 0.09 0.11 1.47 0.18
 -------- 05:00 0.09 0.11 1.43 0.15
 -------- 06:00 0.09 0.11 1.44 0.21
 22.09.12 07:00 0.12 0.12 1.47 0.29
 -------- 08:00 0.17 0.12 1.48 0.31
 -------- 09:00 0.23 0.13 1.53 0.37
 -------- 10:00 0.22 0.13 1.51 0.36
 -------- 11:00 0.24 0.13 1.55 0.37
 22.09.12 12:00 0.23 0.12 1.51 0.27
 -------- 13:00 0.19 0.13 1.51 0.27
 -------- 14:00 0.30 0.15 1.56 0.26
 -------- 15:00 0.24 0.17 1.55 0.28
 -------- 16:00 0.23 0.15 1.53 0.21
 22.09.12 17:00 0.18 0.16 1.56 0.22
 -------- 18:00 0.25 0.18 1.64 0.36
 -------- 19:00 0.29 0.18 1.66 0.40
 -------- 20:00 0.27 0.17 1.67 0.33
 -------- 21:00 0.21 0.13 1.64 0.19
 22.09.12 22:00 0.28 0.15 1.77 0.28
 -------- 23:00 0.23 0.15 1.81 0.21
 -------- 00:00 0.15 0.13 1.60 0.13
 -------- 01:00 0.16 0.13 1.61 0.19
 -------- 02:00 0.19 0.13 1.57 0.21
 23.09.12 03:00 0.14 0.13 1.57 0.17
 -------- 04:00 0.08 0.13 1.55 0.09
 -------- 05:00 0.07 0.13 1.56 0.10
 -------- 06:00 0.09 0.13 1.58 0.16
 -------- 07:00 0.10 0.13 1.57 0.16
 23.09.12 08:00 0.11 0.12 1.52 0.13
 -------- 09:00 0.13 0.12 1.54 0.15
 -------- 10:00 0.15 0.12 1.53 0.16
 -------- 11:00 0.13 0.13 1.51 0.13
