 Date Time CO NO2 CHX NO
 23.10.12 12:00 0.16 ---- 1.52 ----
 -------- 13:00 0.16 ---- 1.53 ----
 -------- 14:00 0.13 ---- 1.50 ----
 -------- 15:00 0.12 ---- 1.50 ----
 -------- 16:00 0.17 ---- 1.53 ----
 23.10.12 17:00 0.19 ---- 1.53 ----
 -------- 18:00 0.11 ---- 1.50 ----
 -------- 19:00 0.10 ---- 1.47 ----
 -------- 20:00 0.07 ---- 1.42 ----
 -------- 21:00 0.11 ---- 1.45 ----
 23.10.12 22:00 0.10 ---- 1.42 ----
 -------- 23:00 0.07 ---- 1.40 ----
 -------- 00:00 0.06 ---- 1.39 ----
 -------- 01:00 0.05 ---- 1.39 ----
 -------- 02:00 0.09 ---- 1.51 ----
 24.10.12 03:00 0.13 ---- 1.62 ----
 -------- 04:00 0.10 ---- 1.60 ----
 -------- 05:00 0.11 ---- 1.63 ----
 -------- 06:00 0.11 ---- 1.65 ----
 -------- 07:00 0.14 ---- 1.65 ----
 24.10.12 08:00 0.17 ---- 1.64 ----
 -------- 09:00 0.18 ---- 1.65 ----
 -------- 10:00 0.17 ---- 1.62 ----
 -------- 11:00 0.19 ---- 1.61 ----
 -------- 12:00 0.17 ---- 1.55 ----
 24.10.12 13:00 0.14 0.22 1.49 0.28
 -------- 14:00 0.16 0.18 1.49 0.28
 -------- 15:00 0.16 0.17 1.47 0.24
 -------- 16:00 0.18 0.16 1.49 0.25
 -------- 17:00 0.15 0.16 1.48 0.19
 24.10.12 18:00 0.15 0.16 1.48 0.16
 -------- 19:00 0.11 0.14 1.45 0.10
 -------- 20:00 0.11 0.15 1.47 0.10
 -------- 21:00 0.11 0.16 1.48 0.11
 -------- 22:00 0.11 0.17 1.48 0.11
 24.10.12 23:00 0.09 0.15 1.45 0.12
 -------- 00:00 0.05 0.12 1.42 0.09
 -------- 01:00 0.05 0.11 1.40 0.06
 -------- 02:00 0.03 0.08 1.39 0.04
 -------- 03:00 0.06 0.09 1.40 0.03
 25.10.12 04:00 0.03 0.10 1.40 0.05
 -------- 05:00 0.05 0.10 1.40 0.05
 -------- 06:00 0.05 0.11 1.40 0.06
 -------- 07:00 0.07 0.13 1.41 0.09
 -------- 08:00 0.09 0.14 1.41 0.09
 25.10.12 09:00 0.09 0.14 1.41 0.09
 -------- 10:00 0.09 0.14 1.42 0.11
 -------- 11:00 0.07 0.13 1.41 0.08
