 Date Time CO NO2 CHX NO
 11.11.12 12:00 0.08 0.14 1.54 0.09
 -------- 13:00 0.09 0.15 1.51 0.11
 -------- 14:00 0.08 0.13 1.44 0.08
 -------- 15:00 0.10 0.14 1.45 0.09
 -------- 16:00 0.11 0.15 1.45 0.09
 11.11.12 17:00 0.08 0.14 1.44 0.07
 -------- 18:00 0.09 0.16 1.45 0.09
 -------- 19:00 0.13 0.18 1.52 0.15
 -------- 20:00 0.13 0.18 1.51 0.15
 -------- 21:00 0.10 0.15 1.44 0.09
 11.11.12 22:00 0.07 0.12 1.42 0.05
 -------- 23:00 0.06 0.11 1.41 0.04
 -------- 00:00 0.05 0.09 1.41 0.03
 -------- 01:00 0.05 0.08 1.42 0.02
 -------- 02:00 0.04 0.06 1.41 0.01
 12.11.12 03:00 0.03 0.06 1.40 0.01
 -------- 04:00 0.02 0.05 1.40 0.01
 -------- 05:00 0.04 0.06 1.41 0.02
 -------- 06:00 0.05 0.08 1.41 0.04
 -------- 07:00 0.06 0.10 1.43 0.05
 12.11.12 08:00 0.07 0.11 1.44 0.06
 -------- 09:00 0.08 0.12 1.43 0.08
 -------- 10:00 0.09 0.12 1.42 0.09
 -------- 11:00 0.09 0.12 1.43 0.09
 -------- 12:00 0.09 0.12 1.46 0.11
 12.11.12 13:00 0.08 0.11 1.44 0.09
 -------- 14:00 0.09 0.11 1.47 0.12
 -------- 15:00 0.09 0.10 1.47 0.09
 -------- 16:00 0.10 0.10 1.49 0.07
 -------- 17:00 0.11 0.11 1.48 0.07
 12.11.12 18:00 0.09 0.11 1.49 0.06
 -------- 19:00 0.10 0.09 1.47 0.06
 -------- 20:00 0.09 0.08 1.46 0.06
 -------- 21:00 0.11 0.09 1.46 0.07
 -------- 22:00 0.09 0.09 1.45 0.08
 12.11.12 23:00 0.09 0.09 1.45 0.12
 -------- 00:00 0.11 0.10 1.49 0.17
 -------- 01:00 0.05 0.07 1.41 0.04
 -------- 02:00 0.03 0.07 1.39 0.02
 -------- 03:00 0.02 0.06 1.39 0.02
 13.11.12 04:00 0.02 0.05 1.38 0.02
 -------- 05:00 0.02 0.06 1.38 0.04
 -------- 06:00 0.05 0.08 1.40 0.08
 -------- 07:00 0.07 0.11 1.42 0.10
 -------- 08:00 0.09 0.10 1.42 0.07
 13.11.12 09:00 0.10 0.12 1.44 0.08
 -------- 10:00 0.10 0.13 1.44 0.11
 -------- 11:00 0.12 0.15 1.42 0.17
