 Date Time CO SO2 H2S NO2 CHX NO
 08.02.13 00:00 0.05 0.00 0.25 0.13 1.49 0.09
 -------- 01:00 0.03 0.00 0.12 0.12 1.47 0.06
 -------- 02:00 0.03 ---- ---- 0.11 1.45 0.03
 -------- 03:00 0.04 0.00 ---- 0.12 1.44 0.05
 -------- 04:00 0.02 ---- ---- 0.10 1.44 0.03
 08.02.13 05:00 0.03 ---- ---- 0.13 1.45 0.06
 -------- 06:00 0.07 ---- ---- 0.16 1.52 0.12
 -------- 07:00 0.09 ---- ---- 0.15 1.54 0.13
 -------- 08:00 0.11 ---- ---- 0.15 1.60 0.13
 -------- 09:00 0.13 ---- ---- 0.17 1.66 0.14
 08.02.13 10:00 0.13 ---- ---- 0.17 1.65 0.17
 -------- 11:00 0.17 ---- ---- 0.17 1.68 0.23
 -------- 12:00 0.15 ---- ---- 0.18 1.66 0.23
 -------- 13:00 0.15 ---- ---- 0.16 1.66 0.19
 -------- 14:00 0.15 0.00 ---- 0.17 1.66 0.21
 08.02.13 15:00 0.15 ---- ---- 0.16 1.64 0.18
 -------- 16:00 0.17 ---- ---- 0.17 1.70 0.21
 -------- 17:00 0.17 0.00 ---- 0.18 1.71 0.21
 -------- 18:00 0.17 0.00 ---- 0.18 1.70 0.18
 -------- 19:00 0.15 0.00 ---- 0.18 1.68 0.17
 08.02.13 20:00 0.13 0.00 ---- 0.18 1.70 0.16
 -------- 21:00 0.11 0.00 0.12 0.16 1.61 0.12
 -------- 22:00 0.10 0.00 0.12 0.17 1.59 0.13
 -------- 23:00 0.12 0.01 0.12 0.19 1.62 0.17
 -------- 00:00 0.08 0.01 0.12 0.17 1.56 0.10
 09.02.13 01:00 0.07 0.00 ---- 0.16 1.54 0.10
 -------- 02:00 0.04 0.00 ---- 0.14 1.51 0.06
 -------- 03:00 0.02 0.00 ---- 0.13 1.51 0.04
 -------- 04:00 0.02 0.00 ---- 0.12 1.50 0.03
 -------- 05:00 0.02 0.00 ---- 0.13 1.50 0.04
 09.02.13 06:00 0.02 0.00 ---- 0.13 1.51 0.05
 -------- 07:00 0.03 0.00 ---- 0.15 1.53 0.08
 -------- 08:00 0.06 ---- ---- 0.15 1.55 0.08
 -------- 09:00 0.09 ---- ---- 0.15 1.56 0.09
 -------- 10:00 0.07 ---- ---- 0.13 1.55 0.07
 09.02.13 11:00 0.07 ---- ---- 0.14 1.58 0.08
 -------- 12:00 0.09 ---- ---- 0.15 1.59 0.08
 -------- 13:00 0.13 ---- ---- 0.18 1.68 0.15
 -------- 14:00 0.15 0.00 0.12 0.19 1.73 0.17
 -------- 15:00 0.15 0.00 0.12 0.19 1.71 0.15
 09.02.13 16:00 0.15 0.00 ---- 0.20 1.70 0.15
 -------- 17:00 0.16 0.00 0.12 0.21 1.68 0.15
 -------- 18:00 0.11 0.00 0.12 0.20 1.62 0.09
 -------- 19:00 0.12 0.00 0.12 0.20 1.65 0.12
 -------- 20:00 0.11 0.00 0.12 0.19 1.61 0.11
 09.02.13 21:00 0.13 0.01 0.12 0.20 1.64 0.15
 -------- 22:00 0.06 0.01 0.17 0.16 1.52 0.07
 -------- 23:00 0.04 0.01 0.25 0.13 1.48 0.05
