 Date Time CO SO2 H2S NO2 CHX NO
 22.01.13 00:00 0.02 0.00 0.12 0.17 1.58 0.11
 -------- 01:00 ---- 0.00 0.12 0.13 1.52 0.04
 -------- 02:00 ---- 0.00 0.12 0.13 1.55 0.03
 -------- 03:00 ---- 0.00 0.12 0.10 1.50 0.01
 -------- 04:00 ---- 0.00 0.12 0.12 1.55 0.04
 22.01.13 05:00 0.02 0.00 ---- 0.19 1.53 0.13
 -------- 06:00 0.03 0.00 ---- 0.21 1.54 0.20
 -------- 07:00 0.04 ---- ---- 0.20 1.58 0.15
 -------- 08:00 0.10 ---- ---- 0.20 1.68 0.15
 -------- 09:00 0.11 ---- ---- 0.21 1.72 0.17
 22.01.13 10:00 0.12 ---- ---- 0.23 1.71 0.24
 -------- 11:00 0.09 ---- ---- 0.21 1.61 0.25
 -------- 12:00 0.09 ---- ---- 0.20 1.65 0.23
 -------- 13:00 0.10 ---- ---- 0.20 1.67 0.23
 -------- 14:00 0.10 ---- ---- 0.21 1.68 0.22
 22.01.13 15:00 0.04 ---- ---- 0.17 1.58 0.12
 -------- 16:00 0.04 0.00 ---- 0.15 1.60 0.11
 -------- 17:00 0.05 0.00 0.12 0.17 1.60 0.11
 -------- 18:00 0.05 0.00 0.12 0.19 1.59 0.10
 -------- 19:00 0.06 0.00 ---- 0.19 1.65 0.13
 22.01.13 20:00 0.08 ---- 0.12 0.20 1.65 0.16
 -------- 21:00 0.10 ---- 0.12 0.20 1.72 0.17
 -------- 22:00 0.08 ---- 0.12 0.20 1.63 0.12
 -------- 23:00 0.07 0.00 0.12 0.20 1.64 0.18
 -------- 00:00 ---- 0.00 0.12 0.17 1.54 0.10
 23.01.13 01:00 ---- 0.00 0.12 0.16 1.54 0.08
 -------- 02:00 ---- 0.00 0.12 0.15 1.51 0.07
 -------- 03:00 ---- 0.00 0.12 0.15 1.51 0.07
 -------- 04:00 ---- 0.00 0.12 0.14 1.50 0.06
 -------- 05:00 ---- 0.00 0.12 0.13 1.50 0.04
 23.01.13 06:00 ---- 0.00 0.12 0.14 1.51 0.07
 -------- 07:00 ---- 0.00 0.12 0.17 1.56 0.12
 -------- 08:00 ---- 0.00 0.12 0.18 1.59 0.12
 -------- 09:00 ---- 0.00 0.12 0.19 1.63 0.16
 -------- 10:00 0.03 0.00 0.12 0.19 1.66 0.19
 23.01.13 11:00 ---- 0.00 0.12 0.17 1.59 0.15
 -------- 12:00 0.03 0.00 0.12 0.18 1.65 0.23
 -------- 13:00 0.11 0.00 0.12 0.22 1.81 0.33
 -------- 14:00 0.03 0.00 0.12 0.16 1.67 0.12
 -------- 15:00 0.05 0.00 0.12 0.17 1.64 0.16
 23.01.13 16:00 0.03 0.00 0.12 0.19 1.58 0.16
 -------- 17:00 0.04 0.00 0.12 0.21 1.59 0.19
 -------- 18:00 0.07 0.00 0.12 0.23 1.71 0.20
 -------- 19:00 0.03 0.00 0.17 0.21 1.67 0.14
 -------- 20:00 0.06 0.00 0.12 0.22 1.70 0.21
 23.01.13 21:00 0.07 0.00 0.21 0.23 1.76 0.27
 -------- 22:00 0.03 0.00 0.25 0.17 1.60 0.16
 -------- 23:00 0.04 0.00 0.19 0.19 1.63 0.14
