 Date Time CO NO2 CHX NO
 27.09.12 12:00 0.26 0.14 1.83 0.20
 -------- 13:00 0.14 0.13 1.56 0.16
 -------- 14:00 0.13 0.13 1.53 0.15
 -------- 15:00 0.18 0.15 1.52 0.21
 -------- 16:00 0.15 0.14 1.52 0.17
 27.09.12 17:00 0.19 0.15 1.55 0.19
 -------- 18:00 0.16 0.14 1.57 0.11
 -------- 19:00 0.14 0.14 1.53 0.07
 -------- 20:00 0.14 0.15 1.54 0.09
 -------- 21:00 0.15 0.17 1.53 0.12
 27.09.12 22:00 0.17 0.17 1.55 0.15
 -------- 23:00 0.17 0.16 1.57 0.15
 -------- 00:00 0.14 0.16 1.57 0.12
 -------- 01:00 0.11 0.15 1.52 0.09
 -------- 02:00 0.05 0.09 1.43 0.03
 28.09.12 03:00 0.02 0.05 1.41 ----
 -------- 04:00 0.02 0.05 1.39 ----
 -------- 05:00 0.02 0.05 1.38 ----
 -------- 06:00 0.03 0.07 1.38 0.01
 -------- 07:00 0.05 0.10 1.39 0.02
 28.09.12 08:00 0.09 0.12 1.42 0.03
 -------- 09:00 0.09 0.11 1.41 0.03
 -------- 10:00 0.11 0.13 1.48 0.05
 -------- 11:00 0.12 0.14 1.52 0.07
 -------- 12:00 0.10 0.11 1.44 0.04
 28.09.12 13:00 0.07 0.09 1.42 0.02
 -------- 14:00 0.06 0.10 1.40 0.01
 -------- 15:00 0.07 0.10 1.41 0.01
 -------- 16:00 0.10 0.13 1.42 0.02
 -------- 17:00 0.10 0.13 1.42 0.02
 28.09.12 18:00 0.10 0.13 1.43 0.01
 -------- 19:00 0.13 0.17 1.44 0.02
 -------- 20:00 0.09 0.13 1.42 0.02
 -------- 21:00 0.05 0.07 1.39 0.01
 -------- 22:00 0.10 0.10 1.37 0.05
 28.09.12 23:00 0.13 0.12 1.40 0.07
 -------- 00:00 0.07 0.08 1.37 0.03
 -------- 01:00 0.07 0.07 1.37 0.04
 -------- 02:00 0.06 0.07 1.36 0.04
 -------- 03:00 0.04 0.05 1.35 0.02
 29.09.12 04:00 0.04 0.05 1.35 0.01
 -------- 05:00 0.05 0.05 1.36 0.02
 -------- 06:00 0.05 0.06 1.37 0.02
 -------- 07:00 0.05 0.05 1.37 0.02
 -------- 08:00 0.07 0.07 1.37 0.04
 29.09.12 09:00 0.08 0.06 1.38 0.04
 -------- 10:00 0.13 0.09 1.40 0.09
 -------- 11:00 0.13 0.10 1.40 0.10
