 Date Time CO NO2 CHX NO
 05.11.12 12:00 0.11 0.17 1.48 0.14
 -------- 13:00 0.13 0.19 1.47 0.17
 -------- 14:00 0.16 0.20 1.50 0.23
 -------- 15:00 0.20 0.22 1.56 0.30
 -------- 16:00 0.21 0.21 1.60 0.33
 05.11.12 17:00 0.20 0.19 1.56 0.29
 -------- 18:00 0.19 0.17 1.58 0.27
 -------- 19:00 0.19 0.16 1.59 0.30
 -------- 20:00 0.15 0.13 1.53 0.22
 -------- 21:00 0.12 0.13 1.50 0.17
 05.11.12 22:00 0.07 0.12 1.46 0.08
 -------- 23:00 0.02 0.09 1.39 0.02
 -------- 00:00 ---- 0.07 1.34 0.01
 -------- 01:00 ---- 0.07 1.35 0.01
 -------- 02:00 ---- 0.06 1.37 0.01
 06.11.12 03:00 ---- 0.04 1.36 0.00
 -------- 04:00 ---- 0.06 1.37 0.01
 -------- 05:00 0.04 0.07 1.38 0.01
 -------- 06:00 0.05 0.10 1.39 0.04
 -------- 07:00 0.07 0.12 1.40 0.05
 06.11.12 08:00 0.09 0.13 1.41 0.07
 -------- 09:00 0.10 0.13 1.43 0.09
 -------- 10:00 0.12 0.14 1.44 0.12
 -------- 11:00 0.12 0.14 1.45 0.13
 -------- 12:00 0.12 0.14 1.46 0.12
 06.11.12 13:00 0.13 0.14 1.48 0.14
 -------- 14:00 0.14 0.13 1.50 0.16
 -------- 15:00 0.14 0.13 1.48 0.18
 -------- 16:00 0.18 0.18 1.49 0.13
 -------- 17:00 0.24 0.21 1.54 0.21
 06.11.12 18:00 0.27 0.22 1.55 0.22
 -------- 19:00 0.13 0.16 1.47 0.08
 -------- 20:00 0.15 0.13 1.48 0.11
 -------- 21:00 0.10 0.10 1.44 0.06
 -------- 22:00 0.11 0.10 1.47 0.08
 06.11.12 23:00 0.06 0.08 1.40 0.04
 -------- 00:00 0.03 0.07 1.38 0.03
 -------- 01:00 0.03 0.05 1.38 0.02
 -------- 02:00 0.03 0.05 1.36 0.02
 -------- 03:00 0.02 0.03 1.34 0.01
 07.11.12 04:00 0.02 0.03 1.35 0.01
 -------- 05:00 0.03 0.04 1.36 0.01
 -------- 06:00 0.04 0.05 1.36 0.02
 -------- 07:00 0.05 0.08 1.37 0.05
 -------- 08:00 0.08 0.10 1.38 0.05
 07.11.12 09:00 0.09 0.10 1.39 0.06
 -------- 10:00 0.08 0.09 1.38 0.07
 -------- 11:00 0.08 0.10 1.39 0.10
