 Date Time CO SO2 H2S NO2 CHX NO
 02.03.13 12:00 0.07 ---- ---- 0.09 1.56 0.09
 -------- 13:00 0.07 ---- ---- 0.09 1.66 0.10
 -------- 14:00 0.11 ---- ---- 0.10 1.64 0.10
 -------- 15:00 0.16 ---- ---- 0.11 1.66 0.12
 -------- 16:00 0.17 ---- ---- 0.12 1.61 0.12
 02.03.13 17:00 0.19 ---- ---- 0.12 1.60 0.13
 -------- 18:00 0.17 ---- ---- 0.13 1.57 0.12
 -------- 19:00 0.16 ---- ---- 0.13 1.56 0.12
 -------- 20:00 0.17 ---- ---- 0.13 1.55 0.12
 -------- 21:00 0.19 ---- ---- 0.13 1.65 0.14
 02.03.13 22:00 0.15 ---- ---- 0.13 1.66 0.13
 -------- 23:00 0.14 ---- ---- 0.13 1.60 0.14
 -------- 00:00 0.13 ---- ---- 0.13 1.60 0.15
 -------- 01:00 0.19 ---- ---- 0.13 1.63 0.16
 -------- 02:00 0.25 0.00 0.12 0.14 1.84 0.24
 03.03.13 03:00 0.25 0.00 0.21 0.14 1.89 0.27
 -------- 04:00 0.23 0.01 0.25 0.13 1.87 0.24
 -------- 05:00 0.16 0.01 0.29 0.11 1.84 0.14
 -------- 06:00 0.15 0.01 0.38 0.13 1.77 0.15
 -------- 07:00 0.08 0.01 0.38 0.12 1.79 0.11
 03.03.13 08:00 0.08 0.01 0.38 0.12 1.72 0.11
 -------- 09:00 0.05 0.01 0.38 0.11 1.56 0.09
 -------- 10:00 0.06 0.02 0.38 0.10 1.55 0.07
 -------- 11:00 0.09 0.01 0.38 0.09 1.50 0.07
 -------- 12:00 0.11 0.01 0.38 0.10 1.52 0.08
 03.03.13 13:00 0.11 0.01 0.38 0.10 1.54 0.08
 -------- 14:00 0.11 0.01 0.38 0.10 1.51 0.07
 -------- 15:00 0.12 0.02 0.25 0.10 1.52 0.08
 -------- 16:00 0.14 0.03 0.25 0.11 1.55 0.09
 -------- 17:00 0.14 0.02 0.25 0.11 1.51 0.09
 03.03.13 18:00 0.12 0.01 0.29 0.10 1.52 0.06
 -------- 19:00 0.12 0.01 0.25 0.10 1.60 0.06
 -------- 20:00 0.11 0.01 0.25 0.10 1.64 0.07
 -------- 21:00 0.09 0.01 0.25 0.10 1.58 0.06
 -------- 22:00 0.07 0.01 0.25 0.09 1.53 0.06
 03.03.13 23:00 0.05 0.01 0.33 0.07 1.50 0.05
 -------- 00:00 0.03 0.00 0.25 0.07 1.48 0.05
 -------- 01:00 0.03 ---- ---- 0.07 1.45 0.05
 -------- 02:00 0.02 ---- ---- 0.07 1.45 0.06
 -------- 03:00 0.02 0.00 ---- 0.07 1.43 0.06
 04.03.13 04:00 0.02 0.00 ---- 0.06 1.41 0.06
 -------- 05:00 0.02 0.00 0.12 0.06 1.42 0.05
 -------- 06:00 0.05 0.00 0.12 0.07 1.47 0.06
 -------- 07:00 0.13 0.00 0.12 0.09 1.54 0.09
 -------- 08:00 0.13 0.00 0.12 0.10 1.60 0.09
 04.03.13 09:00 0.13 0.00 0.21 0.11 1.65 0.10
 -------- 10:00 0.14 0.01 0.21 0.11 1.64 0.12
 -------- 11:00 0.14 0.01 0.12 0.11 1.69 0.12
