 Date Time CO SO2 H2S NO2 CHX NO
 01.04.13 12:00 0.12 0.00 0.12 0.23 1.56 0.21
 -------- 13:00 0.13 0.00 0.17 0.24 1.60 0.19
 -------- 14:00 0.12 0.01 0.12 0.26 1.56 0.25
 -------- 15:00 0.13 0.01 0.12 0.27 1.60 0.30
 -------- 16:00 0.11 0.01 0.12 0.25 1.57 0.20
 01.04.13 17:00 0.12 0.01 0.21 0.25 1.57 0.17
 -------- 18:00 0.15 0.01 0.25 0.27 1.58 0.22
 -------- 19:00 0.17 0.01 0.25 0.29 1.60 0.23
 -------- 20:00 0.17 0.01 0.25 0.30 1.64 0.24
 -------- 21:00 0.15 0.01 0.25 0.31 1.63 0.21
 01.04.13 22:00 0.12 0.01 0.21 0.31 1.60 0.16
 -------- 23:00 0.10 0.01 0.21 0.29 1.53 0.13
 -------- 00:00 0.05 0.00 0.12 0.26 1.45 0.06
 -------- 01:00 0.03 0.00 0.12 0.24 1.43 0.05
 -------- 02:00 0.02 0.00 0.12 0.21 1.44 0.04
 02.04.13 03:00 0.03 0.00 0.12 0.22 1.47 0.05
 -------- 04:00 0.03 0.00 0.12 0.23 1.51 0.05
 -------- 05:00 0.02 0.00 0.12 0.18 1.45 0.05
 -------- 06:00 0.04 0.00 0.12 0.21 1.47 0.08
 -------- 07:00 0.07 0.00 0.12 0.21 1.47 0.11
 02.04.13 08:00 0.09 0.00 0.12 0.22 1.50 0.10
 -------- 09:00 0.09 0.00 0.12 0.20 1.51 0.10
 -------- 10:00 0.08 0.00 0.12 0.17 1.49 0.08
 -------- 11:00 0.08 0.00 0.12 0.18 1.48 0.08
 -------- 12:00 0.08 0.00 0.12 0.18 1.49 0.09
 02.04.13 13:00 0.09 0.00 0.12 0.19 1.51 0.10
 -------- 14:00 0.13 0.00 0.12 0.24 1.55 0.15
 -------- 15:00 0.13 0.00 0.12 0.26 1.55 0.15
 -------- 16:00 0.11 0.00 0.12 0.24 1.52 0.12
 -------- 17:00 0.15 0.00 0.12 0.29 1.61 0.14
 02.04.13 18:00 0.20 0.00 0.12 0.31 1.64 0.15
 -------- 19:00 0.25 0.00 0.12 0.39 1.73 0.24
 -------- 20:00 0.26 0.00 0.12 0.37 1.71 0.19
 -------- 21:00 0.17 0.00 0.12 0.34 1.64 0.17
 -------- 22:00 0.14 0.00 0.12 0.33 1.55 0.18
 02.04.13 23:00 0.11 0.00 0.12 0.30 1.52 0.15
 -------- 00:00 0.09 0.00 0.12 0.28 1.51 0.13
 -------- 01:00 0.06 0.00 0.12 0.23 1.49 0.07
 -------- 02:00 0.05 0.00 0.12 0.21 1.48 0.07
 -------- 03:00 0.05 0.00 0.12 0.23 1.50 0.08
 03.04.13 04:00 0.05 0.00 0.12 0.24 1.50 0.10
 -------- 05:00 0.05 0.00 0.12 0.20 1.49 0.07
 -------- 06:00 0.11 0.00 0.12 0.26 1.52 0.15
 -------- 07:00 0.13 0.00 0.12 0.28 1.55 0.18
 -------- 08:00 0.17 0.00 0.12 0.31 1.59 0.23
 03.04.13 09:00 0.23 0.00 0.12 0.34 1.63 0.32
 -------- 10:00 0.21 0.00 0.12 0.32 1.63 0.30
 -------- 11:00 0.19 0.00 0.12 0.31 1.62 0.25
